GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GMY001,GBO001,GCL001
"G0600750032600","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","032600","032600",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"891500","0","Census Tract 326","S","+37760380","-122481603",,,,61324,1025,432000
"G0600750032700","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","032700","032700",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"832234","0","Census Tract 327","S","+37759930","-122491257",,,,59148,1230,415200
"G0600750032800","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","032800","032800",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"1147369","103555","Census Tract 328","S","+37749130","-122480757",,,,60776,1179,396600
"G0600750032900","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","032900","032900",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"1164746","0","Census Tract 329","S","+37748730","-122490406",,,,65240,1416,394300
"G0600750033000","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","033000","033000",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"1524392","0","Census Tract 330","S","+37737631","-122485870",,,,71074,1269,418700
"G0600750033100","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","033100","033100",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"871629","0","Census Tract 331","S","+37731331","-122487132",,,,77032,2001,537300
"G0600750033201","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","033201","033201",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"938475","0","Census Tract 332.01","S","+37726633","-122477821",,,,33715,1246,0
"G0600750033202","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","033202","033202",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"814466","0","Census Tract 332.02","S","+37717931","-122477649",,,,46021,1098,9999
"G0600750035100","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","035100","035100",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"930804","0","Census Tract 351","S","+37757730","-122498680",,,,61777,1210,365100
"G0600750035201","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","035201","035201",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"869711","10693934","Census Tract 352.01","S","+37753580","-122506854",,,,62070,991,344500
"G0600750035202","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","035202","035202",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"377416","0","Census Tract 352.02","S","+37761130","-122506307",,,,51000,954,364800
"G0600750035300","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","035300","035300",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"1150033","0","Census Tract 353","S","+37740931","-122497357",,,,57357,1149,349100
"G0600750035400","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","035400","035400",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"952264","9485961","Census Tract 354","S","+37742431","-122505059",,,,59725,965,342100
"G0600750040100","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","040100","040100",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"425621","0","Census Tract 401","S","+37785129","-122461743",,,,57061,966,758600
"G0600750040200","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","040200","040200",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"552440","0","Census Tract 402","S","+37783679","-122468031",,,,57873,1090,684300
"G0600750042600","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","042600","042600",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"637836","0","Census Tract 426","S","+37783229","-122477781",,,,63190,956,667600
"G0600750042700","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","042700","042700",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"420778","0","Census Tract 427","S","+37782729","-122488631",,,,60181,892,597400
"G0600750042800","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","042800","042800",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"583693","284685","Census Tract 428","S","+37786629","-122485681",,,,144245,1147,1000001
"G0600750045100","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","045100","045100",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"387687","0","Census Tract 451","S","+37778229","-122461205",,,,56335,970,562300
"G0600750045200","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","045200","045200",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"593100","0","Census Tract 452","S","+37777979","-122467706",,,,52171,1003,571800
"G0600750047600","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","047600","047600",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"524774","0","Census Tract 476","S","+37777579","-122475303",,,,61589,1042,553000
"G0600750047701","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","047701","047701",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"363713","0","Census Tract 477.01","S","+37777179","-122483906",,,,48958,995,506600
"G0600750047702","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","047702","047702",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"353418","0","Census Tract 477.02","S","+37775279","-122483755",,,,57963,992,489700
"G0600750047800","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","047800","047800",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"811672","0","Census Tract 478","S","+37776678","-122494603",,,,57500,1000,464600
"G0600750047901","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","047901","047901",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"1092447","33029942","Census Tract 479.01","S","+37776129","-122506332",,,,64433,963,429700
"G0600750047902","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","047902","047902",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"393400","0","Census Tract 479.02","S","+37779379","-122504332",,,,60539,1104,427600
"G0600750060100","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","060100","060100",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"6219984","21194767","Census Tract 601","S","+37799840","-122461676",,,,73571,1736,1000001
"G0600750060200","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","060200","060200",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"1106557","743178","Census Tract 602","S","+37786325","-122500777",,,,101557,1366,567300
"G0600750060300","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","060300","060300",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"4345549","5130846","Census Tract 603","S","+37768280","-122478731",,,,23295,1097,0
"G0600750060400","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","060400","060400",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"4878420","267563213","Census Tract 604","S","+37730931","-122504214",,,,53068,1103,448700
"G0600750060501","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","060501","060501",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"1593346","15881","Census Tract 605.01","S","+37719764","-122417750",,,,70521,855,254200
"G0600750060502","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","060502","060502",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"269988","0","Census Tract 605.02","S","+37710431","-122420864",,,,18292,216,250700
"G0600750060600","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","060600","060600",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"2254966","1929364","Census Tract 606","S","+37723080","-122368780",,,,46964,611,191400
"G0600750060700","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","060700","060700",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"2106052","817645","Census Tract 607","S","+37772205","-122397469",,,,34500,641,98100
"G0600750060900","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","060900","060900",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"3339136","458569","Census Tract 609","S","+37744981","-122394685",,,,60179,490,343300
"G0600750061000","2000","CA","4","9","California","06","San Francisco","075",,,,,"0","061000","061000",,,,,,,,,,,"7362","84","N","7360","9999","9",,,,,,,,,"2127480","870967","Census Tract 610","S","+37711781","-122396715",,,,61429,950,299300
"G0600770000100","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","000100","000100",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1893919","14339","Census Tract 1","S","+37953973","-121285427",,,,11190,361,62100
"G0600770000300","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","000300","000300",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1372463","99654","Census Tract 3","S","+37952648","-121298702",,,,16383,379,74500
"G0600770000401","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","000401","000401",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1044887","0","Census Tract 4.01","S","+37960823","-121306266",,,,41977,545,105100
"G0600770000402","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","000402","000402",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1467072","0","Census Tract 4.02","S","+37963173","-121292017",,,,13940,420,144200
"G0600770000500","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","000500","000500",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"973166","0","Census Tract 5","S","+37961673","-121276606",,,,21886,479,75300
"G0600770000600","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","000600","000600",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"895159","0","Census Tract 6","S","+37948774","-121273055",,,,18885,504,69900
"G0600770000700","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","000700","000700",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1829627","0","Census Tract 7","S","+37942174","-121287600",,,,24726,474,77700
"G0600770000800","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","000800","000800",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"7268582","282199","Census Tract 8","S","+37944478","-121311441",,,,22348,529,65700
"G0600770000900","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","000900","000900",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"3135599","260339","Census Tract 9","S","+37959023","-121325160",,,,32045,609,89800
"G0600770001000","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","001000","001000",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"3444096","267568","Census Tract 10","S","+37967173","-121347688",,,,38910,554,125000
"G0600770001101","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","001101","001101",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2031425","0","Census Tract 11.01","S","+37974723","-121329181",,,,40047,720,100200
"G0600770001102","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","001102","001102",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1676426","0","Census Tract 11.02","S","+37968123","-121325056",,,,32911,574,97800
"G0600770001200","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","001200","001200",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2261191","15896","Census Tract 12","S","+37972673","-121308092",,,,51487,648,141700
"G0600770001300","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","001300","001300",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2308768","0","Census Tract 13","S","+37974523","-121294764",,,,30608,571,98500
"G0600770001400","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","001400","001400",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2039394","0","Census Tract 14","S","+37985323","-121299271",,,,27321,470,94600
"G0600770001500","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","001500","001500",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"4772360","0","Census Tract 15","S","+37982656","-121276012",,,,31748,548,77300
"G0600770001600","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","001600","001600",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1470474","0","Census Tract 16","S","+37965353","-121268287",,,,25036,538,71100
"G0600770001700","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","001700","001700",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1706126","0","Census Tract 17","S","+37975673","-121258687",,,,22344,539,73300
"G0600770001800","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","001800","001800",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1920783","0","Census Tract 18","S","+37966223","-121257923",,,,26546,569,78200
"G0600770001900","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","001900","001900",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2905305","0","Census Tract 19","S","+37953223","-121260705",,,,23891,548,78100
"G0600770002000","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","002000","002000",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1988346","0","Census Tract 20","S","+37953623","-121244584",,,,26953,507,76300
"G0600770002100","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","002100","002100",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"3350979","0","Census Tract 21","S","+37938157","-121243871",,,,32820,492,92200
"G0600770002200","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","002200","002200",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"4442635","0","Census Tract 22","S","+37932174","-121260972",,,,22378,457,66900
"G0600770002300","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","002300","002300",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1998970","0","Census Tract 23","S","+37934124","-121279834",,,,26141,498,78900
"G0600770002400","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","002400","002400",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"3492647","0","Census Tract 24","S","+37924677","-121286197",,,,29741,615,80300
"G0600770002501","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","002501","002501",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1928309","0","Census Tract 25.01","S","+37928861","-121311087",,,,44541,722,108000
"G0600770002502","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","002502","002502",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2743582","0","Census Tract 25.02","S","+37923929","-121305223",,,,37813,334,110100
"G0600770002701","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","002701","002701",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"4159868","0","Census Tract 27.01","S","+37960423","-121235189",,,,29394,600,85100
"G0600770002702","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","002702","002702",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2555456","0","Census Tract 27.02","S","+37964732","-121224708",,,,32802,636,80700
"G0600770002800","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","002800","002800",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"7247843","0","Census Tract 28","S","+37920624","-121254154",,,,37325,718,94900
"G0600770003106","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003106","003106",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1813309","198784","Census Tract 31.06","S","+38000672","-121358226",,,,49551,635,160400
"G0600770003108","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003108","003108",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1449407","80825","Census Tract 31.08","S","+38008489","-121361006",,,,39222,649,170900
"G0600770003109","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003109","003109",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"3117867","0","Census Tract 31.09","S","+38005172","-121340918",,,,43796,720,132800
"G0600770003110","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003110","003110",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1308996","0","Census Tract 31.10","S","+38006272","-121324567",,,,28087,594,127600
"G0600770003111","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003111","003111",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2237747","0","Census Tract 31.11","S","+37994940","-121327769",,,,35091,678,141400
"G0600770003112","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003112","003112",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1381577","407356","Census Tract 31.12","S","+37991955","-121339668",,,,53017,738,190600
"G0600770003113","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003113","003113",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2156932","31664","Census Tract 31.13","S","+37986575","-121326812",,,,25285,562,131000
"G0600770003114","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003114","003114",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"6011235","241061","Census Tract 31.14","S","+37982962","-121357590",,,,78770,841,215900
"G0600770003203","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003203","003203",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1979186","0","Census Tract 32.03","S","+38017072","-121335664",,,,54833,691,144800
"G0600770003205","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003205","003205",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1585644","0","Census Tract 32.05","S","+38024472","-121333758",,,,46550,656,134800
"G0600770003208","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003208","003208",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"5288023","0","Census Tract 32.08","S","+38042503","-121337549",,,,57833,645,161600
"G0600770003209","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003209","003209",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1295653","0","Census Tract 32.09","S","+38036330","-121326887",,,,59583,861,138800
"G0600770003210","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003210","003210",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1245414","0","Census Tract 32.10","S","+38033208","-121345134",,,,56250,1569,138300
"G0600770003211","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003211","003211",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1674257","0","Census Tract 32.11","S","+38021622","-121353508",,,,38378,661,125700
"G0600770003213","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003213","003213",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1097870","0","Census Tract 32.13","S","+38035409","-121353332",,,,50246,705,138000
"G0600770003214","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003214","003214",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1116284","0","Census Tract 32.14","S","+38041249","-121357363",,,,73286,1045,145100
"G0600770003215","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003215","003215",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"10290975","165921","Census Tract 32.15","S","+38030514","-121364974",,,,40802,724,178500
"G0600770003305","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003305","003305",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2039010","0","Census Tract 33.05","S","+38001291","-121306568",,,,43148,569,114400
"G0600770003306","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003306","003306",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1162572","0","Census Tract 33.06","S","+38014989","-121306956",,,,32517,618,95000
"G0600770003307","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003307","003307",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1584242","0","Census Tract 33.07","S","+38012672","-121315832",,,,26480,574,104100
"G0600770003308","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003308","003308",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"535557","0","Census Tract 33.08","S","+37992156","-121307882",,,,30560,610,95300
"G0600770003309","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003309","003309",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1099198","0","Census Tract 33.09","S","+37996310","-121298474",,,,21167,546,105000
"G0600770003310","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003310","003310",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1119230","0","Census Tract 33.10","S","+38024672","-121314182",,,,34375,590,113900
"G0600770003311","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003311","003311",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1479968","0","Census Tract 33.11","S","+38032821","-121317225",,,,39375,562,95100
"G0600770003403","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003403","003403",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2554374","0","Census Tract 34.03","S","+38033088","-121303651",,,,49021,777,119100
"G0600770003404","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003404","003404",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1364234","0","Census Tract 34.04","S","+38032934","-121287569",,,,27938,669,76000
"G0600770003405","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003405","003405",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1133437","0","Census Tract 34.05","S","+38023061","-121287281",,,,36532,681,97400
"G0600770003406","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003406","003406",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"837877","0","Census Tract 34.06","S","+38025889","-121302201",,,,25602,595,91400
"G0600770003407","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003407","003407",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1427043","0","Census Tract 34.07","S","+38010149","-121295013",,,,26332,560,62400
"G0600770003408","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003408","003408",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"3129736","0","Census Tract 34.08","S","+38010630","-121286013",,,,45223,707,121900
"G0600770003500","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003500","003500",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"26535911","0","Census Tract 35","S","+38031726","-121254051",,,,51422,603,162700
"G0600770003601","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003601","003601",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"30919605","90084","Census Tract 36.01","S","+37992923","-121230447",,,,41435,671,159100
"G0600770003602","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003602","003602",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"44536775","0","Census Tract 36.02","S","+37996923","-121183215",,,,44914,575,141100
"G0600770003700","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003700","003700",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"41807480","0","Census Tract 37","S","+37929558","-121215634",,,,30354,522,86200
"G0600770003801","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003801","003801",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"4261992","117110","Census Tract 38.01","S","+37907922","-121312448",,,,64444,1375,163100
"G0600770003802","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003802","003802",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2220510","2552","Census Tract 38.02","S","+37905537","-121297143",,,,65394,1375,155100
"G0600770003803","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003803","003803",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"43980502","0","Census Tract 38.03","S","+37889542","-121261749",,,,28095,435,135200
"G0600770003900","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","003900","003900",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"501243847","32615471","Census Tract 39","S","+37935984","-121454911",,,,40804,474,229200
"G0600770004001","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","004001","004001",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"282910826","17111257","Census Tract 40.01","S","+38150803","-121451430",,,,30000,417,98400
"G0600770004002","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","004002","004002",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"8714379","506819","Census Tract 40.02","S","+38050271","-121364559",,,,85000,1375,167800
"G0600770004102","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","004102","004102",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"59346018","0","Census Tract 41.02","S","+38074270","-121264616",,,,40777,618,171600
"G0600770004103","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","004103","004103",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"93913219","248427","Census Tract 41.03","S","+38152168","-121322793",,,,55479,719,200400
"G0600770004104","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","004104","004104",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"8023257","0","Census Tract 41.04","S","+38135612","-121310089",,,,76504,1315,195600
"G0600770004201","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","004201","004201",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2773266","0","Census Tract 42.01","S","+38138020","-121296300",,,,41563,714,131200
"G0600770004202","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","004202","004202",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1257066","211458","Census Tract 42.02","S","+38148751","-121284642",,,,61932,1125,171100
"G0600770004203","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","004203","004203",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1091264","0","Census Tract 42.03","S","+38142818","-121279427",,,,29071,567,114100
"G0600770004204","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","004204","004204",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"1532645","0","Census Tract 42.04","S","+38135018","-121279807",,,,36418,503,163400
"G0600770004302","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","004302","004302",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2238469","0","Census Tract 43.02","S","+38123619","-121280057",,,,36394,598,128400
"G0600770004303","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","004303","004303",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2572160","0","Census Tract 43.03","S","+38124619","-121297447",,,,57500,1046,176000
"G0600770004305","2000","CA","4","9","California","06","San Joaquin","077",,,,,"0","004305","004305",,,,,,,,,,,"8120","99","N","9999","9999","9",,,,,,,,,"2218691","64112","Census Tract 43.05","S","+38110972","-121296083",,,,52000,763,180600
