geoid,county_name,group,is_pre2000,is_buildout,is_hyperscale,near_dc_2000,near_dc_2015,near_dc_2023,dist_nearest_dc_2000_km,dist_nearest_dc_2015_km,dist_nearest_dc_2023_km,med_home_value,med_rent,med_hh_income,renter_ratio,rent_burden,year,post_2015,post_2023,pre2000_x_post_2015,pre2000_x_post_2023,buildout_x_post_2015,buildout_x_post_2023,log_med_home_value,log_med_rent,log_med_hh_income,inv_dist_2023,propensity_score,in_matched_sample
06075031000,San Francisco County,buildout,0,1,0,False,True,True,,5.24,5.24,475600.0,1318.0,85608.0,,0.18474908887019906,2000,0,0,0,0,0,0,13.072332443798764,7.183870715062453,11.357534015706838,0.19083969465648853,0.86369816846982,True
06075032700,San Francisco County,control,0,0,0,False,False,False,,9.16,9.16,415200.0,1230.0,59148.0,,0.24954351795496044,2000,0,0,0,0,0,0,12.936515610833816,7.114769448366463,10.987798056493379,0.1091703056768559,0.8709043554234847,True
06075033100,San Francisco County,buildout,0,1,0,False,True,True,,7.91,7.91,537300.0,2001.0,77032.0,,0.3117146121092533,2000,0,0,0,0,0,0,13.194311876716913,7.601402334583733,11.25197619892012,0.1264222503160556,0.7245654712998971,True
06075035201,San Francisco County,control,0,0,0,False,False,False,,10.46,10.46,344500.0,991.0,62070.0,,0.1915901401643306,2000,0,0,0,0,0,0,12.74984936943585,6.898714534329988,11.036018059407699,0.09560229445506692,0.9204155943774588,True
06075035300,San Francisco County,control,0,0,0,False,False,False,,9.04,9.04,349100.0,1149.0,57357.0,,0.24038914169151107,2000,0,0,0,0,0,0,12.763113693093127,7.046647277848756,10.957050172650513,0.11061946902654868,0.9055789828294667,True
06075035400,San Francisco County,control,0,0,0,False,False,False,,9.85,9.85,342100.0,965.0,59725.0,,0.19388865634156552,2000,0,0,0,0,0,0,12.742858370965696,6.872128101338986,10.997505972194011,0.10152284263959391,0.9207635896612405,True
06075040100,San Francisco County,control,0,0,0,False,False,False,,8.86,8.86,758600.0,966.0,57061.0,,0.20315101382730763,2000,0,0,0,0,0,0,13.539229908236935,6.873163834212518,10.95187615002577,0.11286681715575622,0.6114533030541542,True
06075040200,San Francisco County,control,0,0,0,False,False,False,,9.17,9.17,684300.0,1090.0,57873.0,,0.2260121300088124,2000,0,0,0,0,0,0,13.43615169694059,6.993932975223189,10.966006233556,0.10905125408942203,0.6734544826845054,True
06075042700,San Francisco County,control,0,0,0,False,False,False,,10.28,10.28,597400.0,892.0,60181.0,,0.17786344527342518,2000,0,0,0,0,0,0,13.300342184764146,6.79346613258001,11.005111966862197,0.09727626459143969,0.7863666994312836,True
06075042800,San Francisco County,control,0,0,0,False,False,False,,10.76,10.76,1000001.0,1147.0,144245.0,,0.09542098512946723,2000,0,0,0,0,0,0,13.815511557963774,7.044905117129371,11.879268521724542,0.0929368029739777,0.5313293462117288,True
06075047600,San Francisco County,control,0,0,0,False,False,False,,9.03,9.03,553000.0,1042.0,61589.0,,0.20302326714185975,2000,0,0,0,0,0,0,13.223113280504473,6.948897222313312,11.028238562147264,0.1107419712070875,0.8053101821877459,True
06075017700,San Francisco County,buildout,0,1,0,False,True,True,,5.1,5.1,618400.0,916.0,56667.0,,0.19397532955688496,2000,0,0,0,0,0,0,13.33489077625535,6.82001636467413,10.944947309699929,0.19607843137254904,0.7592178601116424,True
06075047902,San Francisco County,control,0,0,0,False,False,False,,11.2,11.2,427600.0,1104.0,60539.0,,0.2188341399758833,2000,0,0,0,0,0,0,12.965943458133028,7.00669522683704,11.011043064434661,0.08928571428571429,0.8761662257286421,True
06075020300,San Francisco County,buildout,0,1,0,False,True,True,,5.37,5.37,455500.0,963.0,64386.0,,0.17948001118255522,2000,0,0,0,0,0,0,13.02915099568215,6.870053411798126,11.072651497155183,0.186219739292365,0.8774413215722685,True
06075020900,San Francisco County,buildout,0,1,0,False,True,True,,3.62,3.62,390000.0,773.0,42209.0,,0.21976355753512283,2000,0,0,0,0,0,0,12.873902018105829,6.650279048587422,10.650388747427439,0.27624309392265195,0.8980196707380107,True
06075021000,San Francisco County,buildout,0,1,0,False,True,True,,3.81,3.81,625000.0,891.0,51659.0,,0.2069726475541532,2000,0,0,0,0,0,0,13.345506928718539,6.792344427470809,10.852419709126046,0.26246719160104987,0.7466855397307595,True
06075021100,San Francisco County,buildout,0,1,0,False,True,True,,4.39,4.39,754900.0,1169.0,70563.0,,0.19880107138301942,2000,0,0,0,0,0,0,13.534340569127716,7.063903961472068,11.164261206783653,0.22779043280182235,0.6154517345856322,True
06075021200,San Francisco County,buildout,0,1,0,False,True,True,,4.83,4.83,691400.0,1211.0,89908.0,,0.16163189037682965,2000,0,0,0,0,0,0,13.446473806469662,7.099201743553092,11.406542204264717,0.20703933747412007,0.7210787641349412,True
06075021300,San Francisco County,buildout,0,1,0,False,True,True,,4.57,4.57,655600.0,1276.0,89298.0,,0.1714708056171471,2000,0,0,0,0,0,0,13.393306125851812,7.151485463904735,11.399734370197214,0.2188183807439825,0.7437337659924815,True
06075021400,San Francisco County,buildout,0,1,0,False,True,True,,4.0,4.0,648700.0,1244.0,75341.0,,0.19813912743393372,2000,0,0,0,0,0,0,13.382725639201146,7.126087273299125,11.229779754319612,0.25,0.7251240735379662,True
06075021500,San Francisco County,buildout,0,1,0,False,True,True,,3.48,3.48,567100.0,1019.0,68464.0,,0.17860481420892732,2000,0,0,0,0,0,0,13.248290934002119,6.926577033222725,11.134063338656597,0.28735632183908044,0.8091171590049436,True
06075021600,San Francisco County,buildout,0,1,0,False,True,True,,4.29,4.29,485800.0,1097.0,82918.0,,0.1587592561325647,2000,0,0,0,0,0,0,13.093552295550209,7.00033446027523,11.325607446625451,0.2331002331002331,0.873131884035097,True
06075021700,San Francisco County,buildout,0,1,0,False,True,True,,4.08,4.08,470200.0,942.0,72804.0,,0.15526619416515577,2000,0,0,0,0,0,0,13.060913415088105,6.848005274576363,11.195526177730299,0.24509803921568626,0.8813543980125683,True
06075021800,San Francisco County,buildout,0,1,0,False,True,True,,3.17,3.17,478600.0,1231.0,79869.0,,0.1849528603087556,2000,0,0,0,0,0,0,13.07862045445641,7.115582126184454,11.288143071487493,0.31545741324921134,0.8621130111545896,True
06075022600,San Francisco County,buildout,0,1,0,False,True,True,,4.19,4.19,474500.0,1036.0,90622.0,,0.1371852309593697,2000,0,0,0,0,0,0,13.07001689703212,6.943122422819428,11.414452288160769,0.2386634844868735,0.8918729397968509,True
06075022802,San Francisco County,buildout,0,1,0,False,True,True,,3.99,3.99,434200.0,747.0,46761.0,,0.1916982100468339,2000,0,0,0,0,0,0,12.981260536426328,6.616065185132817,10.752804801157161,0.2506265664160401,0.8843744533310152,True
06075022902,San Francisco County,buildout,0,1,0,False,True,True,,3.27,3.27,338900.0,919.0,61392.0,,0.17963252541047695,2000,0,0,0,0,0,0,12.733460357595142,6.823286122355687,11.025034812486734,0.3058103975535168,0.9254812295906529,True
06075022903,San Francisco County,buildout,0,1,0,False,True,True,,3.21,3.21,327300.0,916.0,51400.0,,0.21385214007782102,2000,0,0,0,0,0,0,12.698632460489272,6.82001636467413,10.847393451443256,0.3115264797507788,0.921869278422898,True
06075023001,San Francisco County,buildout,0,1,0,False,True,True,,1.33,1.33,267000.0,702.0,52128.0,,0.16160220994475138,2000,0,0,0,0,0,0,12.495003937382387,6.553933404025811,10.861457511401772,0.7518796992481203,0.9486313847357423,True
06075023003,San Francisco County,buildout,0,1,0,False,True,True,,1.03,1.03,255400.0,952.0,53795.0,,0.21236174365647364,2000,0,0,0,0,0,0,12.450586222580576,6.858565034791365,10.89293580502801,0.970873786407767,0.9431038918783197,True
06075016900,San Francisco County,buildout,0,1,0,False,True,True,,5.71,5.71,580500.0,1016.0,62606.0,,0.19474171804619367,2000,0,0,0,0,0,0,13.271645080120082,6.923628628138427,11.044616399140562,0.17513134851138354,0.7891160113873193,True
06075017000,San Francisco County,buildout,0,1,0,False,True,True,,5.87,5.87,651700.0,1181.0,87496.0,,0.16197311877114381,2000,0,0,0,0,0,0,13.387339612320472,7.074116816197362,11.379348357015061,0.17035775127768313,0.7564199953850652,True
06075026100,San Francisco County,buildout,0,1,0,False,True,True,,4.01,4.01,314300.0,1001.0,58854.0,,0.2040982770924661,2000,0,0,0,0,0,0,12.658103222785659,6.90875477931522,10.98281507979237,0.24937655860349128,0.9274891103095222,True
06075060400,San Francisco County,buildout,0,1,0,False,True,True,,8.66,8.66,448700.0,1103.0,53068.0,,0.2494158438230195,2000,0,0,0,0,0,0,13.014109791964074,7.005789019253503,10.879329389036807,0.11547344110854503,0.8552759189646767,True
06075026301,San Francisco County,buildout,0,1,0,False,True,True,,3.82,3.82,327300.0,1011.0,49861.0,,0.2433164196466176,2000,0,0,0,0,0,0,12.698632460489272,6.918695219020472,10.816994413033667,0.2617801047120419,0.9154889436014096,True
06075026302,San Francisco County,buildout,0,1,0,False,True,True,,3.19,3.19,303700.0,971.0,58750.0,,0.198331914893617,2000,0,0,0,0,0,0,12.62379565103384,6.878326468291325,10.981046432006405,0.31347962382445144,0.9321037865046624,True
06075026303,San Francisco County,buildout,0,1,0,False,True,True,,4.3,4.3,342500.0,932.0,51742.0,,0.21614935642224886,2000,0,0,0,0,0,0,12.744026936684417,6.837332814685591,10.854025109805466,0.23255813953488372,0.9159275912381092,True
06075026401,San Francisco County,buildout,0,1,0,False,True,True,,1.62,1.62,232800.0,938.0,55352.0,,0.2033530857060269,2000,0,0,0,0,0,0,12.35793499483942,6.843749949006225,10.921468071178648,0.6172839506172839,0.9498762841671897,True
06075026402,San Francisco County,buildout,0,1,0,False,True,True,,0.93,0.93,272100.0,783.0,60000.0,,0.1566,2000,0,0,0,0,0,0,12.513924924771338,6.663132695990803,11.002099841204238,1.075268817204301,0.9487554523224667,True
06075026403,San Francisco County,buildout,0,1,0,False,True,True,,1.59,1.59,265300.0,873.0,50272.0,,0.20838637810311902,2000,0,0,0,0,0,0,12.48861654012583,6.771935555839602,10.825203541055348,0.6289308176100629,0.9415931190501927,True
06075030101,San Francisco County,buildout,0,1,0,False,True,True,,7.07,7.07,547500.0,1064.0,62109.0,,0.20557407139061973,2000,0,0,0,0,0,0,13.213117740672793,6.96979066990159,11.03664618495682,0.14144271570014144,0.8077631526195753,True
06075030102,San Francisco County,buildout,0,1,0,False,True,True,,6.47,6.47,657400.0,1099.0,72123.0,,0.18285429058691402,2000,0,0,0,0,0,0,13.396047940212256,7.002155954403621,11.186128273789878,0.1545595054095827,0.7308557103852951,True
06075030201,San Francisco County,buildout,0,1,0,False,True,True,,7.97,7.97,444100.0,979.0,57202.0,,0.20537743435544212,2000,0,0,0,0,0,0,13.003805041280193,6.88653164253051,10.954344141791593,0.12547051442910917,0.8735707010840917,True
06075030301,San Francisco County,buildout,0,1,0,False,True,True,,7.29,7.29,523100.0,1201.0,69539.0,,0.20725060757272898,2000,0,0,0,0,0,0,13.167527929358702,7.0909098220799835,11.149643025245629,0.13717421124828533,0.822339319099804,True
06075030302,San Francisco County,buildout,0,1,0,False,True,True,,7.21,7.21,472000.0,1245.0,84843.0,,0.17608995438633712,2000,0,0,0,0,0,0,13.064734264567692,7.126890808898808,11.34855776873237,0.13869625520110956,0.870786392808914,True
06075030400,San Francisco County,buildout,0,1,0,False,True,True,,6.65,6.65,597100.0,1215.0,87626.0,,0.1663889713098852,2000,0,0,0,0,0,0,13.299839882535084,7.102499355774649,11.38083303653996,0.15037593984962405,0.7970839989396558,True
06075030500,San Francisco County,buildout,0,1,0,False,True,True,,5.74,5.74,436200.0,763.0,78777.0,,0.1162268174721048,2000,0,0,0,0,0,0,12.985856132749666,6.637258031284457,11.274376355068657,0.17421602787456444,0.9137582118494358,True
06075030600,San Francisco County,buildout,0,1,0,False,True,True,,5.67,5.67,562800.0,1268.0,107395.0,,0.14168257367661435,2000,0,0,0,0,0,0,13.240679604222372,7.145196134997171,11.584268905038364,0.1763668430335097,0.8463474711911384,True
06075030700,San Francisco County,buildout,0,1,0,False,True,True,,4.85,4.85,470900.0,1713.0,89390.0,,0.2299586083454525,2000,0,0,0,0,0,0,13.062401036231647,7.44600149832412,11.400764098081899,0.2061855670103093,0.8352956290690501,True
06075030800,San Francisco County,buildout,0,1,0,False,True,True,,6.39,6.39,602400.0,1165.0,96975.0,,0.14416086620262955,2000,0,0,0,0,0,0,13.30867695546782,7.060476365999801,11.482208492308168,0.1564945226917058,0.8146635861024852,True
06075017602,San Francisco County,buildout,0,1,0,False,True,True,,6.55,6.55,625000.0,1427.0,56842.0,,0.3012561134372471,2000,0,0,0,0,0,0,13.345506928718539,7.2633296174768365,10.948030768080395,0.15267175572519084,0.6790005951940313,True
06075023102,San Francisco County,buildout,0,1,0,False,True,True,,1.69,1.69,427900.0,561.0,31434.0,0.6638655462184874,0.21416300820767323,2015,1,0,0,0,1,0,12.966644802404907,6.329720905522696,10.355645388636274,0.591715976331361,0.9592642837772073,True
06075023200,San Francisco County,buildout,0,1,0,False,True,True,,1.14,1.14,559200.0,1120.0,42212.0,0.42273819055244194,0.31839287406424716,2015,1,0,0,0,1,0,13.234262469901738,7.02108396428914,10.650459819790981,0.8771929824561404,0.9421159334542711,True
06075023300,San Francisco County,buildout,0,1,0,False,True,True,,0.21,0.21,501900.0,849.0,65096.0,0.34806629834254144,0.15650731227725206,2015,1,0,0,0,1,0,13.126156175643025,6.744059186311348,11.083618382376493,4.761904761904762,0.9422988818744006,True
06075022901,San Francisco County,buildout,0,1,0,False,True,True,,3.38,3.38,820600.0,1605.0,66111.0,0.7587168758716876,0.2913282207196987,2015,1,0,0,0,1,0,13.617791058990223,7.380879035564116,11.099090426517867,0.2958579881656805,0.879386607684751,True
06075022803,San Francisco County,buildout,0,1,0,False,True,True,,3.79,3.79,826500.0,1576.0,96081.0,0.6571428571428571,0.1968339213788366,2015,1,0,0,0,1,0,13.624955196243215,7.362645270417825,11.472946864693041,0.2638522427440633,0.8743424928599763,True
06075047702,San Francisco County,control,0,0,0,False,False,False,,9.44,9.44,878200.0,1625.0,72930.0,0.5656309448319594,0.26737967914438504,2015,1,0,0,0,0,0,13.685629637109754,7.393263094763838,11.197255355978278,0.10593220338983052,0.8476239990023209,True
06075035202,San Francisco County,control,0,0,0,False,False,False,,10.41,10.41,734100.0,1570.0,70058.0,0.6657366071428571,0.2689200376830626,2015,1,0,0,0,0,0,13.506400538098873,7.358830898342354,11.157078749384256,0.09606147934678194,0.9054094891939988,True
06075025403,San Francisco County,buildout,0,1,0,False,True,True,,2.29,2.29,716900.0,1235.0,73159.0,0.48988910632746246,0.20257247912081905,2015,1,0,0,0,1,0,13.482691639840963,7.118826249062078,11.20039043373998,0.4366812227074236,0.9256570489296676,True
06075022702,San Francisco County,buildout,0,1,0,False,True,True,,4.34,4.34,1112700.0,2216.0,164135.0,0.6449060336300693,0.16201297712249063,2015,1,0,0,0,1,0,13.922300052145792,7.703459047867175,12.00844453891883,0.2304147465437788,0.7275876313919795,True
06075025200,San Francisco County,buildout,0,1,0,False,True,True,,2.66,2.66,947100.0,2017.0,128009.0,0.3730858468677494,0.18908045528048809,2015,1,0,0,0,1,0,13.761159963214192,7.6093665379542115,11.759855852929947,0.37593984962406013,0.8994658691524986,True
06075025300,San Francisco County,buildout,0,1,0,False,True,True,,2.99,2.99,816900.0,1523.0,93900.0,0.6231802911534154,0.19463258785942492,2015,1,0,0,0,1,0,13.613271967329961,7.328437352895162,11.449985665196355,0.33444816053511706,0.8974157207819431,True
06075025402,San Francisco County,buildout,0,1,0,False,True,True,,1.97,1.97,826400.0,2321.0,137721.0,0.2774363476733977,0.20223495327509966,2015,1,0,0,0,1,0,13.624834196787566,7.749753406274437,11.832985178535596,0.5076142131979695,0.9365081476844593,True
06075025600,San Francisco County,buildout,0,1,0,False,True,True,,2.23,2.23,592000.0,1164.0,73452.0,0.2693726937269373,0.19016500571801992,2015,1,0,0,0,1,0,13.291261913866142,7.059617628291383,11.20438741063907,0.4484304932735426,0.9258923153070189,True
06075025800,San Francisco County,buildout,0,1,0,False,True,True,,0.42,0.42,615100.0,1185.0,56250.0,0.45569620253164556,0.2528,2015,1,0,0,0,1,0,13.32954013519646,7.077498053569231,10.937561320066667,2.380952380952381,0.9363316780694748,True
06075061000,San Francisco County,buildout,0,1,0,False,True,True,,1.64,1.64,538600.0,2542.0,108977.0,0.39546925566343044,0.279912275067216,2015,1,0,0,0,1,0,13.196728459359635,7.8407064517494,11.5988921297714,0.6097560975609756,0.9361060373292008,True
06075025900,San Francisco County,buildout,0,1,0,False,True,True,,1.14,1.14,663800.0,1829.0,87188.0,0.2922868741542625,0.25173188970959304,2015,1,0,0,0,1,0,13.405736178268011,7.511524648390866,11.375821985748404,0.8771929824561404,0.9268971814422581,True
06075026002,San Francisco County,buildout,0,1,0,False,True,True,,2.51,2.51,629600.0,1766.0,84063.0,0.241869918699187,0.25209664180436103,2015,1,0,0,0,1,0,13.352839976085331,7.476472381163905,11.339321796715996,0.39840637450199207,0.9160137385415021,True
06075026004,San Francisco County,buildout,0,1,0,False,True,True,,3.38,3.38,636600.0,1606.0,65862.0,0.45161290322580644,0.2926118247244238,2015,1,0,0,0,1,0,13.36389679383013,7.381501894506707,11.095316922915371,0.2958579881656805,0.9194481443799937,True
06075020500,San Francisco County,buildout,0,1,0,False,True,True,,5.24,5.24,1139500.0,1775.0,116000.0,0.6187050359712231,0.18362068965517242,2015,1,0,0,0,1,0,13.946100127667876,7.4815557019095165,11.661345470088502,0.19083969465648853,0.7472337686607431,True
06075030202,San Francisco County,buildout,0,1,0,False,True,True,,7.52,7.52,991100.0,1727.0,96547.0,0.7823613086770982,0.2146519311837758,2015,1,0,0,0,1,0,13.8065707163948,7.454141078146678,11.477785215390488,0.13297872340425532,0.7680034143043252,True
06075026001,San Francisco County,buildout,0,1,0,False,True,True,,3.02,3.02,597300.0,1409.0,60938.0,0.4628154050464807,0.27746233877055365,2015,1,0,0,0,1,0,13.300174778720397,7.25063551189868,11.017612232834747,0.33112582781456956,0.9307208715134923,True
06075026003,San Francisco County,buildout,0,1,0,False,True,True,,2.75,2.75,572900.0,1683.0,59792.0,0.36194563662374823,0.33777093925608775,2015,1,0,0,0,1,0,13.258466460396669,7.428333194190806,10.998627151725264,0.36363636363636365,0.9311477718081841,True
06075026404,San Francisco County,buildout,0,1,0,False,True,True,,2.18,2.18,438400.0,1068.0,41890.0,0.48905109489051096,0.3059441394127477,2015,1,0,0,0,1,0,12.990887014615943,6.97354301952014,10.64280241394108,0.4587155963302752,0.9424310264931525,True
06075016500,San Francisco County,buildout,0,1,0,False,True,True,,7.13,7.13,850900.0,1527.0,82232.0,0.7455449647741401,0.22283296040470862,2015,1,0,0,0,1,0,13.654049891837648,7.3310603052186325,11.317299799692758,0.1402524544179523,0.8455323672956403,True
06075025401,San Francisco County,buildout,0,1,0,False,True,True,,2.56,2.56,820200.0,1420.0,88462.0,0.545016077170418,0.19262508195609415,2015,1,0,0,0,1,0,13.617303491940095,7.258412150595307,11.39032836025559,0.390625,0.9130763945909174,True
06075060502,San Francisco County,buildout,0,1,0,False,True,True,,2.42,2.42,586500.0,349.0,23072.0,0.7898022892819979,0.18151872399445215,2015,1,0,0,0,1,0,13.281927947075667,5.855071922202427,10.046375040084676,0.4132231404958678,0.9515809080202778,True
06075045100,San Francisco County,buildout,0,1,0,False,True,True,,8.19,8.19,1055000.0,1692.0,82755.0,0.6646651270207852,0.24535073409461663,2015,1,0,0,0,1,0,13.869051324892304,7.433666540166168,11.323639714374641,0.12210012210012211,0.797545414268338,True
06075015300,San Francisco County,buildout,0,1,0,False,True,True,,7.91,7.91,994000.0,2001.0,100583.0,0.6818652849740933,0.23872821450941015,2015,1,0,0,0,1,0,13.80949248563871,7.601402334583733,11.51873853628452,0.1264222503160556,0.6172028370815257,True
06075018000,San Francisco County,buildout,0,1,0,False,True,True,,5.76,5.76,797600.0,2386.0,146667.0,0.5432190760059612,0.19521773814150423,2015,1,0,0,0,1,0,13.589362497629766,7.777373602657861,11.895919989951024,0.1736111111111111,0.8566188823693931,True
06075013500,San Francisco County,buildout,0,1,0,False,True,True,,8.08,8.08,1595600.0,1668.0,109083.0,0.8138231631382317,0.18349330326448668,2015,1,0,0,0,1,0,14.28276039901339,7.419380582918692,11.599864339331607,0.12376237623762376,0.6796561465293548,True
06075023103,San Francisco County,buildout,0,1,0,False,True,True,,2.45,2.45,350000.0,456.0,19618.0,0.9403272377285852,0.27892751554694667,2015,1,0,0,0,1,0,12.765688433465597,6.1224928095143865,9.884202791124261,0.4081632653061224,0.9332374938428106,True
06075022801,San Francisco County,buildout,0,1,0,False,True,True,,4.32,4.32,719800.0,1809.0,109141.0,0.5863847343991748,0.1988986723596082,2015,1,0,0,0,1,0,13.486728674627068,7.500529485395295,11.60039590324177,0.23148148148148145,0.9156656925488645,True
06075010300,San Francisco County,control,0,0,0,False,False,False,,8.81,8.81,1098900.0,1776.0,87721.0,0.7502463054187192,0.24295208672951746,2015,1,0,0,0,0,0,13.909820237435015,7.4821189235521155,11.381916602375647,0.11350737797956867,0.7258381208050093,True
06075010500,San Francisco County,buildout,0,1,0,False,True,True,,8.47,8.47,901400.0,2147.0,105000.0,0.7654867256637168,0.24537142857142857,2015,1,0,0,0,1,0,13.711704389238685,7.671826797878781,11.56171562913966,0.11806375442739078,0.7673076862385345,True
06075010600,San Francisco County,control,0,0,0,False,False,False,,8.46,8.46,1052800.0,935.0,34808.0,0.8739316239316239,0.3223396920248219,2015,1,0,0,0,0,0,13.86696383955319,6.840546529288687,10.457602524400516,0.11820330969267138,0.8531164490422033,True
06075010800,San Francisco County,buildout,0,1,0,False,True,True,,8.23,8.23,990500.0,1489.0,85785.0,0.8288431061806656,0.20828816226613045,2015,1,0,0,0,1,0,13.805965145120743,7.305860032684009,11.359599445017526,0.12150668286755771,0.7190191289500077,True
06075011200,San Francisco County,buildout,0,1,0,False,True,True,,7.82,7.82,1248000.0,1503.0,78690.0,0.7002200220022002,0.22920320243995426,2015,1,0,0,0,1,0,14.03705282791151,7.315218389752975,11.273271361529028,0.1278772378516624,0.5024608844268679,True
06075011300,San Francisco County,buildout,0,1,0,False,True,True,,7.97,7.97,908500.0,729.0,24781.0,0.8806855636123929,0.35301238852346556,2015,1,0,0,0,1,0,13.719550166818363,6.591673732008658,10.117832509493988,0.12547051442910917,0.7148664297037725,True
06075011700,San Francisco County,buildout,0,1,0,False,True,True,,7.45,7.45,1125000.0,936.0,34914.0,0.9580078125,0.3217047602680873,2015,1,0,0,0,1,0,13.933293593620657,6.841615476477592,10.460643173884725,0.1342281879194631,0.8869941395201967,True
06075011800,San Francisco County,buildout,0,1,0,False,True,True,,7.79,7.79,,598.0,20478.0,0.9871244635193133,0.3504248461763844,2015,1,0,0,0,1,0,,6.393590753950631,9.927106418134763,0.12836970474967907,0.9091010715840229,True
06075012100,San Francisco County,buildout,0,1,0,False,True,True,,7.35,7.35,470800.0,1390.0,51676.0,0.9443155452436195,0.32278040095982663,2015,1,0,0,0,1,0,13.062188654368258,7.237059026124737,10.852748736080192,0.1360544217687075,0.9192537123424472,True
06075015100,San Francisco County,buildout,0,1,0,False,True,True,,7.44,7.44,619100.0,1869.0,82255.0,0.7633333333333333,0.2726642757279193,2015,1,0,0,0,1,0,13.336022089507324,7.533158807455563,11.31757945705352,0.13440860215053763,0.8838783411730678,True
06075015900,San Francisco County,buildout,0,1,0,False,True,True,,7.19,7.19,475000.0,1617.0,44157.0,0.7785016286644951,0.43943202663224407,2015,1,0,0,0,1,0,13.071070083016778,7.388327859577107,10.695506743860696,0.13908205841446453,0.924748992307493,True
06075016000,San Francisco County,buildout,0,1,0,False,True,True,,6.88,6.88,574400.0,1093.0,56458.0,0.7114093959731543,0.2323142867264161,2015,1,0,0,0,1,0,13.261081296716151,6.996681488176539,10.941252277871524,0.14534883720930233,0.9295674295548778,True
06075016200,San Francisco County,buildout,0,1,0,False,True,True,,6.35,6.35,675700.0,1415.0,69875.0,0.899210686095932,0.24300536672629697,2015,1,0,0,0,1,0,13.423504469540266,7.254884810077338,11.1544632104574,0.15748031496062992,0.8811501587254916,True
06075016300,San Francisco County,buildout,0,1,0,False,True,True,,6.46,6.46,794000.0,1594.0,86940.0,0.7977811396873424,0.22001380262249828,2015,1,0,0,0,1,0,13.584838740229273,7.374001859350161,11.372973504542783,0.15479876160990713,0.7213318926575699,True
06075016400,San Francisco County,buildout,0,1,0,False,True,True,,6.68,6.68,832700.0,1754.0,86536.0,0.8272390037095919,0.24322825182582972,2015,1,0,0,0,1,0,13.632428712223911,7.469654172932128,11.368315791310126,0.14970059880239522,0.8764211525641498,True
06075015500,San Francisco County,buildout,0,1,0,False,True,True,,7.54,7.54,575700.0,1500.0,63423.0,0.8812886142983231,0.2838087129274869,2015,1,0,0,0,1,0,13.263341970663902,7.313220387090301,11.057581850663242,0.13262599469496023,0.9167705585764863,True
06075015600,San Francisco County,buildout,0,1,0,False,True,True,,7.96,7.96,1059800.0,1586.0,85253.0,0.770949720670391,0.2232414108594419,2015,1,0,0,0,1,0,13.8735907690408,7.368970402194793,11.353378585142424,0.12562814070351758,0.7211280861839472,True
06075016700,San Francisco County,buildout,0,1,0,False,True,True,,6.27,6.27,996800.0,1819.0,130865.0,0.7094017094017094,0.16679784510755358,2015,1,0,0,0,1,0,13.812305427015326,7.506042178518122,11.781921536466527,0.1594896331738437,0.7416279139081832,True
06075023400,San Francisco County,buildout,0,1,0,False,True,True,,0.73,0.73,508400.0,669.0,34464.0,0.5693348365276212,0.23293871866295265,2015,1,0,0,0,1,0,13.139023818297437,6.505784060128229,10.447670579956116,1.36986301369863,0.9607873309895635,True
06075025100,San Francisco County,buildout,0,1,0,False,True,True,,2.42,2.42,855500.0,1883.0,95156.0,0.2671641791044776,0.23746269284122914,2015,1,0,0,0,1,0,13.659441372314385,7.5406215286571525,11.463272929065157,0.4132231404958678,0.899242934054946,True
06075047701,San Francisco County,control,0,0,0,False,False,False,,9.71,9.71,892700.0,1458.0,74412.0,0.6128509719222462,0.2351233671988389,2015,1,0,0,0,0,0,13.702005857167453,7.284820912568604,11.217372498137879,0.10298661174047373,0.8229422961300161,True
06075030900,San Francisco County,buildout,0,1,0,False,True,True,,6.22,6.22,1088500.0,2011.0,145363.0,0.11611785095320624,0.16601198379229928,2015,1,0,0,0,1,0,13.90031115965674,7.606387389772652,11.886989341272054,0.1607717041800643,0.7504592311321002,True
06075031100,San Francisco County,buildout,0,1,0,False,True,True,,4.3,4.3,762300.0,2023.0,103838.0,0.3736799350121852,0.2337872455170554,2015,1,0,0,0,1,0,13.544095457976365,7.612336837167746,11.550587271351816,0.23255813953488372,0.9197863190510901,True
06075031000,San Francisco County,buildout,0,1,0,False,True,True,,5.24,5.24,910100.0,2580.0,122391.0,0.24390243902439024,0.252959776454151,2015,1,0,0,0,1,0,13.721309762565447,7.855544677915663,11.714976116945179,0.19083969465648853,0.86369816846982,True
06075032700,San Francisco County,control,0,0,0,False,False,False,,9.16,9.16,863900.0,1730.0,99712.0,0.340407823553891,0.20819961489088576,2015,1,0,0,0,0,0,13.669212300346976,7.455876687491824,11.510041309790365,0.1091703056768559,0.8709043554234847,True
06075033100,San Francisco County,buildout,0,1,0,False,True,True,,7.91,7.91,955900.0,3501.0,119861.0,0.1447721179624665,0.3505060027865611,2015,1,0,0,0,1,0,13.770408584051854,8.160803920954665,11.694088017044285,0.1264222503160556,0.7245654712998971,True
06075035201,San Francisco County,control,0,0,0,False,False,False,,10.46,10.46,720300.0,1619.0,77850.0,0.3761467889908257,0.2495568400770713,2015,1,0,0,0,0,0,13.487423070877455,7.389563953677635,11.262539177262145,0.09560229445506692,0.9204155943774588,True
